Language Code,,,Official Word,variation 1:,variation 2:,variation 3:,variation 4:,variation 5:,variation 6:,variation 7:
E,,,white,whiter,whitest,whitey,,,,
E,,,whole,wholey,wholeness,wholesomeness,wholesome,entire,entirely,entirety
E,,,wicked,wickedly,wickeder,wickedest,wickedliness,,,
E,,,wide,wider,widest,widely,width,widths,,
E,,,widowed,widowhood,widows,,,,,
E,,,wife,wives,wifely,wived,wiving,wifed,wifing,
E,,,wiggle,wiggles,wiggled,wiggling,wiggler,wigglesome,,
E,,,wild,wilder,wildest,wildly,wildness,,,
E,,,wildflowers,wildflower,,,,,,
E,,,will,wills,willed,willing,willful,,,
E,,,wind,winds,winded,winding,windy,windier,windiest,
E,,,wing,wings,winged,winging,wingingly,,,
E,,,winter,winters,winterish,winterize,winterizing,winterized,winterise,winterises
E,,,wise,wiser,wisest,wisely,wiseness,,,
E,,,wish,wishes,wished,wishing,wisher,wishingly,,
E,,,withdraw,withdraws,withdrew,withdrawing,withdrawal,withdrawn,,
E,,,wither,withers,withered,,,,,
E,,,witness,witnessed,witnesses,witnessing,witnesser,witnessee,,
E,,,woman,women,,,,,,
E,,,wonder,wonders,wondered,wondering,wonderingly,wonderful,wonderfully,
E,,,wood,woods,wooden,woody,woodier,woodiest,woodenly,
E,,,word,words,worded,wording,wordy,wordier,wordiest,wordily
E,,,work,works,worked,workings,workers,workable,workier,workiest
E,,,world,worlds,worldish,worldy,worldies,worldly,worldliness,
E,,,worm,worms,wormy,wormier,wormiest,,,
E,,,worship,worships,worshipped,worshiping,worshiped,worshipers,worshipping,
E,,,worth,worthy,worthiness,worthier,worthiest,,,
E,,,wound,wounds,wounded,wounding,woundedness,woundingly,,
E,,,write,writes,wrote,writing,writings,writers,,
E,,,wrong,wrongs,wronged,wronging,wrongingly,wrongedness,wrongly,
E,,,year,years,yearly,,,,,
E,,,yield,yields,yielded,yielding,yieldingly,yieldy,yieldingness,
E,,,yoke,yokes,yoked,yoking,yoke,yoker,yokeable,yokelry
E,,,young,younger,youngest,youth,youthful,,,
E,,,YS,Yoga Sutra,,,,,,
E,,,YTT,Yoga Teacher Training,,,,,,
E,,,zazen,zen,,,,,,
E,,,zero,zeroes,zeroed,zeroing,,,,
E,,,zodiac,zodiacal,,,,,,
