Lang code,Devanagari,Definition and notes,IAST (Official Word),IAST s diacritics,Ma Renu Method,Ma Renu s diacritics,Harvard- Kyoto,Alt Spelling 1,Alt Spelling 2,Alt Spelling 3,Alt Spelling 4,Alt Spelling 5,Alt Spelling 6,Unique to ITRANS  ,,,
S,अस्मितानुगत,see sāsmitā-samādhi,asmitānugata,asmitanugata,,,asmitAnugata,,,,,,,asmitaanugata,,,
S,अशोक,not feeling or causing sorrow,aśoka,asoka,aśhoka,ashoka,azoka,,,,,,,,,,
S,अप्सर,celestial beings [unable to verify spelling],aspara,,,,,ganaras,,,,,,,,,
S,आश्रम,hermitage,āśrama,asrama,āśhrama,ashrama,Azrama,ashram,,,,,,Ashrama,aashrama,,
S,आश्रम,hermitage,āśrama,,,,,ashrams,,,,,,,,,
S,आश्रय,the 5 sense organs and the mind,āśraya,asraya,āśhraya,ashraya,Azraya,,,,,,,Ashraya,aashraya,,
S,आश्रयम्,support,āśrayam,asrayam,āśhrayam,ashrayam,Azrayam,,,,,,,Ashrayam,aashrayam,,
S,अश्रु,"tears, one of eight physical symptoms that appear in the body during extreme negative or positive emotions",aśru,asru,aśhru,ashru,azru,,,,,,,,,,
S,असम,"a state in NE India, Assam hills where tea is gorwn",Assam,,,,,asam,,,,,,,,,
S,अष्ट,eight,aṣṭa,asta,aṣhṭa,ashta,aSTa,,,,,,,aShTa,,,
S,अष्टधा,eightfold,aṣṭadhā,ashtada,aṣhṭadhā,ashtadha,aSTadhA,,,,,,,aShTadhA,aShTadhaa,,
S,अष्टाङ्ग,eight limbed,aṣṭāṅga,astanga,aṣhṭāṅga,ashtanga,aSTAGga,ashanga,,,,,,aShTA~Nga,aShTaa~Nga,,
S,अष्टाङ्ग,eight limbed,aṣṭāṅga,,,,,ashtange,,,,,,,,,
S,अष्टावक्र,eight angled; a sage with a deformation of eight-bends in his body,aṣṭāvakra,astavakra,aṣhṭavakra,ashtavakra,aSTavakra,,,,,,,aShTavakra,aShTawakra,,
S,अष्टावक्र,eight angled; a sage with a deformation of eight-bends in his body,aṣṭāvakra,,,,,,,,,,,aShTAvakra,aShTaavakra,aShTAwakra,
S,अस्तेय,non-stealing (one of the five yamas),asteya,,,,,,,,,,,aShTaawakra,,,
S,अस्ति,it is,asti,,,,,,,,,,, ,,,
S,अशु,"immediately, quick",aśu,asu,aśhu,ashu,azu,,,,,,,,,,
S,अशुचि,impure,aśuci,asuci,aśhuchi,ashuchi,azuchi,,,,,,,,,,
S,असुर,demons; sura = gods; asura = anti-gods,asura,,,,,asuras,,,,,,,,,
S,असूया,anger; the feeling of harmful thoughts for those who are happy and successful,asūyā,asuya,,,asUyA,,,,,,,asuuyaa,,,
S,अस्व,horse,aśva ,asva,aśhva,ashva,azva,,,,,,,ashwa,,,
S,अस्विन्,horse,aśvin,asvin,aśhvin,ashvin,azvin,,,,,,,ashwin,,,
S,आस्वाद,"tasting, eating, enjoying (also metaphorically) ",āsvāda,asvada,,,AsvAda,,,,,,,AswAda,aasvaada,aaswaada,
S,अश्वमेध,horse sacrifice,aśvamedha,asvamedha,aśhvamedha,ashvamedha,azvamedha,,,,,,,ashvamedha,ashwamedha,,
S,अस्वता,"unselfish, having no property",asvatā,asvata,,,asvatA,ashwatha,,,,,,asvataa,aswatA,aswataa,
S,अश्वत्थामा,"in the Mahābhārata, son of Droṇācārya; represents tamasik energy of destruction; lit. having the strength of a horse ",Aśvatthāmā,,Aśvatthāmā,Ashvatthama,azvatthAmA,,,,,,,ashvatthaamaa,,,
S,आश्विनी,"name of month in rainy season, head of Aries , the first of the 28 nakśsatras; a name of one kind of mudrā practice",aśvinī,asvini,aśhvinī,ashvini,azvinI,,,,,,,ashvinI,ashwini,,
S,अस्य,of this,asya,,,,,,,,,,,,,,
S,अतद्रुप,not its own form,atadrūpa,atadrupa,,,atadrUpa,,,,,,,atadruupa,,,
S,अथ,"now, at this auspicious moment of transition",atha,,,,,,,,,,,,,,
S,अथर्ववेद,the fourth and last of the Vedas,atharvaveda,,,,,attarva,atharvan,atharva-veda,,,,atharwa,,,
S,अतिदूर,great distance,atidūra,atidura,,,atidUra,atidurat,,,,,,atiduura,,,
S,अतीन्द्रिय,super-sensuous perception,atīndriya,atindriya,,,atIndriya,,,,,,,atiindriya,,,
S,अतीन्द्रियाणां,imperceptible or supersensory objects,atīndriyāṇām,atindriyanam,,,atIndriyANAm,,,,,,,atiindriyaaNaam,,,
S,अतिशय,superior in quality; eminence,atiśaya,atisaya,atiśhaya,atishaya,atizaya,niratiśay,niratishay,,,,,,,,
S,अतीत,past; one of three lakṣaṇa-pariṇāma,atīta,atita,,,atIta,,,,,,,atiita,,,
S,आत्मा,"Self, soul",ātma,atma,,,Atma,ātman,Atman,aatman,,,,aatma,,,
S,आत्मक,having or consisting of the nature of,ātmaka,atmaka,,,Atmaka,atmakah,,,,,,aatmaka,,,
S,आत्मकाम,desirous of emancipation,ātmakāma,atmakama,,,AtmakAma,atmakam,,,,,,aatmakaama,,,
S,आत्मकत्वात्,same nature,ātmakatvāt,atmakatvat,,,AtmakatvAt,,,,,,,aatmakatvaat,aatmakatwaat,AtmakatwAt,
S,अत्र,here,atra,,,,,,,,,,,,,,
S,अत्यन्तः,immense,atyantaḥ,atyantah,,,atyantaH,atyantato,,,,,,,,,
S,अत्यन्ताततः,and permanency,atyantātatah,atyantatatah,,,atyantAtatah,,,,,,,atyantaatatah,,,
S,अवधूत,rejecting,avadhūta,avadhuta,,,avadhUta,avadhut,,,,,,awadhUta,avadhuuta,awadhuuta,
S,अवगाहते,to be absorbed in,avagāhate,avagahate,,,avagAhate,,,,,,,awagAhate,avagaahate,awagaahate,
S,अवैराग्य,passion,avairāgya,avairagya,,,avairAgya,,,,,,,awairAgya,avairaagya,awairaagya,
S,अवकाश,"leisure, opportunity; place, space room; Space is avakash = gives space to others.",avakāśa,avakasa,avakāśha,avakasha,avakAza,,,,,,,avakAsha,avakaasha,awakAsha,
S,अवकाश,"leisure, opportunity; place, space room; Space is avakash = gives space to others.",avakāśa,,,,,avakash,,,,,,awakaasha,,,
S,अवर्ण,colourless,avarṇa,avarna,,,avarNa,,,,,,,awarNa,,,
S,अवस्था,"state or stage of yoga practice; as in muditā avastha, a blissful feeling",avasthā,,avastha,awastha,,avesta,,,,,,,,,
S,अवस्थानम्,stability,avasthānam,avasthanam,,,avasthAnam,,,,,,,avasthaanam,awasthAnam,awasthaanam,
S,अविभाग,"non-differentiation, union",avibhāga,avibhaga,,,avibhAga,avibhagat,,,,,,awibhAga,avibhaaga,awibhaaga,
S,अविद्या,"the false identification of puruṣa with buddhi, ignorance, nescience",avidyā,avidya,,,avidyA,dvidja,,,,,,awidyA,avidyaa,awidyaa,
S,अविकृति,unchangeableness; non-evolute,avikṛti,avikrti,avikṛiti,avikriti,avikRti,avikrtih,,,,,,avikR^iti,avikRRiti,,
S,अविकृति,unchangeableness; non-evolute,avikṛti,,,,,,,,,,,awikR^iti,awikRRiti,,
S,आविल,"polluted, turbid, muddy, dirty",āvila,avila,,,Avila,,,,,,,Awila,aavila,aawila,
S,अविरति,lack of enthusiasm; non-abstension or worldliness (one of nine obstacles to yoga),avirati,,,,,,,,,,,awirati,,,
S,अविशेष,"non-specific outcome, i.e. that which is  productive of further outcomes, specifically the viśeṣas; subtle (non-specific)",aviśeṣa,avisesa,aviśheṣha,avishesha,avizeSa,avisesah,,,,,,avisheSha,awisheSha,,
S,अविशेष,"non-specific outcome, i.e. that which is  productive of further outcomes, specifically the viśeṣas; subtle (non-specific)",aviśeṣa,,,,,avisheshas,,,,,,,,,
S,अविशुद्ध,not examined with regards to cleanliness or purity,aviśuddha,avisuddha,aviśhuddha,avishuddha,avizuddha,avisuddhi,,,,,,awishuddha,,,
S,अविवेक,"ignorance; absence of judgement or discrimination, without discernment",aviveka,,,,,,,,,,,awiweka,,,
S,अविवेकिन्,"ignorant, undistinguished, uniform",avivekin,,,,,aviveki,,,,,,awiwekin,,,
S,अविवेक्यदेः,(the existence) of indistinguishability and the others (qualities in the manifest and unmanifest); nondiscriminativeness,avivekyādeḥ,avivekyadeh,,,avivekyAdeH,,,,,,,awiwekyAdeH,awiwekyaadeH,avivekyaadeH,
S,अव्यक्त,primordial element or productive principle whence all the phenomena of the material world are developed,avyakta,,,,,avyakt,,,,,,awyakta,,,
S,अव्यक्तम्,indistinctly,avyaktam,,,,,,,,,,,awyaktam,,,
S,अव्यापिन्,"not comprehensive, not pervading",avyāpin,avyapin,,,avyApin,avyapi,,,,,,awyApin,avyaapin,avyaapin,
S,आयाम,"stopping, restraining",āyāma,ayama,,,AyAma,,,,,,,aayaama,,,
S,अयोध्या,"birthplace of Rāma, of the Kosala kingdom; city in the Indian state of Uttar Pradesh",Ayodhyā,ayodhya,,,ayodhyA,ayodnya,ayodya,,,,,ayodhyaa,,,
S,अयुगपद्,not at once,ayugapad,,,,,ayugapat,,,,,,,,,
S,आयुर्वेद,"the Veda of āyus, lit. the science of life; system of health and medicine indigenous to India",āyurveda,ayurveda,,,Ayurveda,ayurvedic,ayurveduc,yurveda,,,,aayurveda,aayurweda,,
S,आयुर्वेद,"the Veda of āyus, lit. the science of life; system of health and medicine indigenous to India",āyurveda,,,,,ayruveda,ayurvada,ayurvede,alyurveda,,,Ayurweda,,,
S,बाबा,"in family relationships, grandfather or father; in some contexts, teacher, saint, guru",bābā,baba,,,bAbA,,,,,,,baabaa,,,
S,बाबाजी,"affectionate form of honorific for teacher, saint, guru",bābājī,babaji,,,bAbAjI,bsbsji,baba,babaji's,,,,baabaajii,,,
S,बद्ध,tied; bound,baddha,,,,,,,,,,,,,,
S,बहिरङ्ग,five external limbs of Aṣṭāṅga Yoga,bahiraṅga,bahiranga,,,bahiraGga,,,,,,,bahira~Naga,,,
S,बाह्लिक,king of the Bāhlikas ,Bāhlika,Bahlika,,,bAhlIka,,,,,,,baahliika,,,
S,बाहु,arm,bāhu,bahu,,,bAhu,,,,,,,baahu,,,
S,बहुत्व,multiple or many,bahutva,,,,,bahutvam,,,,,,bahutwa,,,
S,बाह्य,external,bāhya,bahya,,,bAhya,,,,,,,baahya,,,
S,बाह्यभेदाः,"external diversities, diverse external forms",bāhya-bhedāh,bahya-bhedah,,,bAhya-bhedAh,bahyabedah,,,,,,baahya-bhedaah,,,
S,बाह्यम्,"outside, without, the externals",bāhyam,bahyam,,,bAhyam,,,,,,,baahyam,,,
S,बैवः,"baivaḥ adhivāsitam, the subtle body is tinged with dispositions (in K40 commentary)",baivaḥ,baivah,,,baivaH,,,,,,,baiwaH,,,
S,बल,strength,bala,,,,,,,,,,,,,,
S,बाल,"child; young, childish",bāla,bala,,,bAla,,,,,,,baala,,,
S,बालक,"child; young, childish",bālaka,balaka,,,bAlaka,,,,,,,baalaka,,,
S,बलराम,elder brother of Kṛṣṇa,Balarāma,Balarama,,,balarAma,balaram,balram,,,,,balaraama,,,
S,बाण,arrow,bāṇa,bana,,,bANa,,,,,,,baaNa,,,
S,बण्ड,"bondage; bond, dam, lock; a practice of ṣaṭ karma (six methods of purification), of which there are three: uddiyāna-bandha (navel lock), jālandhara-bandha (throat lock), and mūla-bandha (anal lock). bandha = binding; connection; union; psycho-muscular energy lock which close the prāṇic exits & concentrate the flow of energy in the body at a point or plexus.  ",bandha,,,,,bandh,bandhah,bandhas,,,,,,,
S,बन्धूक,"a flower of a tree by the same name, used in worship of Viśnu",bandhūka ,bandhuka ,,,bandhUka ,banduka,,,,,,bandhuuka ,,,
S,बर्गद,a tree of āyurvedic significance; banyan tree,bargad,,,,,,,,,,,,,,
S,बस्ती,an āyurvedic procedure of enema generally with herbal decoction and oil,basti,,,,,vasti,,,,,,wasti,,,
S,बाउल,a cult of spirtual singers of Bengal (Bangladesh) who sing God's praise,Bāul,Baul,,,bAul,bahls,,,,,,baaul,,,
S,बेद,dualism; as in shath chakra beda: visualizing each of six chakras and piercing each and bringing energy up through,beda,,,,,,,,,,,,,,
S,,"""baya bidang"", a medicinal herb as used to treat intestinal worms ",bedang,,,,,bidang,,,,,,,,,
S,भगवद्,"holy, venerable, ",bhagavad,,,,,hiagavad,hagavad,pagavad,qagavad,bhagawad,bhavagad,,,,
S,भगवान्,God; a name for Kṛṣna or Viśnu,bhagavān,bhagavan,,,bhagavAn,bhagawan,bhagawān,,,,,bhagawAn,bhagavaan,bhagawaan,
S,भागवन्,a name of Shiva,Bhagavān Shankara,Bhagavān Shankara,,,bhagavAn shankara,,,,,,,bhagawAn shankara,bhagavaan shankara,bhagawaan shankara,
S,भगवद्,"Bhagavat = from ""bhaga"": six glorious features of God: jñāna (wisdom), śakti (potency, power), bala (strength), aiśvarya - supremacy, sovereignty), vīrya (valor), tejas (splendor, brilliance). Bhagavat = 'possessing good fortune' (in the form of the six qualities), glorious, blessed, holy; the Divine or adorable one. Gītā = song, sacred song or poem",Bhagavad ,,,,,Bhagavat,,,,,,bhagawad,bhagawat,,
S,भागवत,"divine, sacred, or a follower of Viśnu, a ruler, Bhāgavata (भागवत).—A son of Vajramitra and father of Devabhūti: ruled for 32 years.
",bhāgavata,bhagavata,,,bhAgavata,bhagavatam,bhagawat,,,,,bhAgawata,bhaagawata,bhaagavata,
S,भागवती,a name of Durga,Bhagavatī,Bhagavati,,,bhagavatI,,,,,,,bhagavatii,,,
S,घज्,"to partake of, to share, distribute, divide",bhaj,,,,,,,,,,,,,,
S,भजन,act of sharing or worshipping,bhajana,,,,,bhajan,,,,,,,,,
S,भक्त,"faithful, worshipping, honoring, devotee (and more)",bhakta,,,,,bhaktas,bhakts,,,,,,,,
S,भक्ति,"faith, love, devotion; bhakti is merging (with the divine)",bhakti,,,,,bhakfi,,,,,,,,,
S,भाल,"forehead, brow",bhāla,bhala,,,bhAla,,,,,,,bhaala,,,
S,भालु,the sun,bhālu,bhalu,,,bhAlu,,,,,,,bhaalu,,,
S,भाण्ड,"bondage; bond, dam, lock",bhāṇḍa,bhanda,,,bhANDa,bandha,,,,,,bhaaNDa,,,
S,भानु,"light, luster; the sun",bhānu,bhanu,,,bhAnu,,,,,,,bhaanu,,,
S,भारद्वाज,"a Rṣi or sage; to whom Sage Yajñavalkya related the story or Rāma in Tulsidās’s Rāmāyaṇa; also, the father of famous archer, Droṇa. He trained the Kauravas and the Pāṇḍavas (cousins, who would later become rivals and battle in the great war depicted in the Bhagavad Gītā. Symbolically, it refers to the inner battle of every spiritual aspirant).",Bhāradvāja,Bharadvaja,,,bhAradvAja,,,,,,,bhaaradvaaja,bhAradwAja,bhaaradwaaja,
S,भरत,"Son of Daśaratha, brother to Rāma.  He honorably held the throne for Rāma when Rāma was exiled as told  in the Rāmāyaṇa. Symbolizes pure rajas.",Bharata,,,,,bharata,,,,,,,,,
S,भारत,India,bhārata,bharata,,,bhArata,bharat,,,,,,bhaarata,,,
S,भर्मन्,"support, maintenance, nourishment",bharman,,,,,,,,,,,,,,
S,भर्ता,husband,bhartā,bharta,,,bhartA,,,,,,,bhartaa,,,
S,भास्कर,"shining, making light; the sun",bhāskara,bhaskara,,,bhAskara,,,,,,,bhaaskara,,,
S,भस्मन्,sacred ashes; ash,bhasman,,,,,bhashma,bhasma,,,,,,,,
S,भस्त्रिका,"little bag, or a bellows as in bellows breath (bhastrikā prāṇāyāma)",bhastrikā,bhastrika,,,bhastrikA,bastika,,,,,,bhastrikaa,,,
S,भाति,"bhāti = to shine, be bright or luminous, shine forth; light, spendor; perception, knowledge; as in kapāla bhāti or skull shining.",bhāti,bhati,,,bhAti,,,,,,,bhaati,,,
S,भट्टाचार्य,a learned teacher or head of school,bhaṭṭācārya,bhattacarya,bhaṭṭāchārya,bhattacharya,bhaTTAchArya,,,,,,,bhaTTAchaarya,,,
S,भौमिक,being on the Earth,bhaumika,,,,,bhomika,,,,,,,,,
S,भौती,night ,bhautī,bhauti,,,bhautI,,,,,,,bhautii,,,
S,भौतिक,anything elemental or material,bhautika,,,,,bhautic,,,,,,,,,
S,भौवन,belonging to the World,bhauvana,,,,,bowan,,,,,,bhauwana,,,
S,भाव,"spirit, emotion, sentiment",bhāva,bhava,,,bhAva,bhavah,,,,,,bhAwa,bhaawa,bhaava,
S,भावना,"reflection, contemplation, right conception or notion, contemplative thinking; a stage in the process of how desire develops and becomes pain, ""the object was in the past, now only its thought is coming""",bhāvanā,bhavana,,,bhAvanA,,,,,,,bhaavanaa,bhAwanA,bhaawanaa,
S,भवति,"becomes, is",bhavati,,,,,bhavaty,,,,,,bhawati,,,
S,भय,"fear, dread",bhaya,,,,,,,,,,,,,,
S,भेद,"difference, contrast",bheda,,,,,,,,,,,,,,
S,भेदन,"pierce or penetrate; in ṣaṭcakra bhedana, six cakra piercing practice",bhedana,,,,,bhedan,,,,,,,,,
S,भेदानाम्,"of differentiated particulars, of the evolutes",bhedānām,bhedanam,,,bhedAnAm,,,,,,,bhedaanaam,,,
S,भेदि,refers to sūrya bhedi prāṇāyāma,bhedi,,,,,bedhi,,,,,,,,,
S,भेक,frog,bheka,,,,,,,,,,,,,,
S,भेरुण्ड," ferocious; formidable; terrible, awful",bheruṇḍa,bherunda,,,bheruNDa,,,,,,,,,,
S,भीम,"the third of the five Pandava brothers who are the heroes in the Mahābhārata, the later of the two great Hindu epics; bborn when his mother, Kunti, uses a powerful mantra (sacred sound) to have a son by the wind-god, Vayu. Of all the Pandavas, Bhima is the largest and strongest, and his favorite weapon is the club, which requires great physical strength.",Bhīma,Bhima,,,bhIma,,,,,,,bhiima,,,
S,भिर्भाग,outside,bhirbhāga,bhirbhaga,,,bhirbhAga,birbhadra,,,,,,bhirbhaaga,,,
S,भीष्म,"in the Mahābhārata, the supreme commander of the Kaurava forces; the one who witnessed the Mahābhārata completely from the beginning since the rule of Shantanu; the grand uncle of both the Pandavas and the Kauravas; born as the youngest son of the illustrious King Śāntanu and Gaṅgā; represents pure I-sense",Bhīṣma,Bhisma,Bhīṣhma,Bhishma,bhISma,bhisma,,,,,,bhiiShma,bhIShma,,
S,भीत,"fear, anxious",bhīta,bhita,,,bhIta,,,,,,,bhiita,,,
S,भोग,"experience, pleasure, feeling",bhoga,,,,,bhog,,,,,,,,,
S,भोग्य,that which is enjoyed,bhogya,,,,,,,,,,,,,,
S,भोक्ता,"that which experiences/enjoys, enjoyer",bhoktā,bhokta,,,bhoktA,,,,,,,bhoktaa,,,
S,भोक्तृ,"one who enjoys or eats, experiencer",bhoktṛ,bhoktr,bhoktṛi,bhoktri,bhoktR,bhoktR,,,,,,bhoktR^i,bhoktRRi,,
S,भोवाली,a town in Nainītāl district,Bhowalī,bhowali,,,bhoAli,Bhoāli,Bhoali,,,,,bhoaali,,,
S,भ्रामर,bee,bhrāmara,bhramara,,,bhrAmara,bhramarī,bhramari,bhramarI,,,,bhraamara,bhramarii,,
S,भ्रान्ति,"wadering about; delusion, bhrānti darśana = confused ideas (one of nine obstacles to yoga)",bhrānti,bhranti,,,bhrAnti,,,,,,,bhraanti,,,
S,भ्रातृ,brother,bhrātṛ,bhratr,bhrātṛi,bhratri,bhrAtR,bhrAtR,,,,,,bhrAtR^i,bhrAtRRi,bhraatR^i,
S,भ्रात्र,brotherhood,bhrātra,bhratra,,,bhrAtra,bhrata,,,,,,bhraatra,,,
